,Home Type,Year Built,Address,Bedrooms,Bathrooms,Square Feet,Price
1460,single_family,1967.0,6470 SW Elm Ave,3,2.0,8712.0,699000
1461,single_family,2018.0,16859 SW Larkspring Ln,4,3.0,,789000
1462,single_family,2022.0,2763 SW Maycrest Ter,3,3.0,,596950
1463,single_family,2022.0,2749 SW Maycrest Ter,3,3.0,,569950
1464,single_family,1963.0,10370 SW Cynthia St,4,2.0,18295.0,915000
1465,single_family,1989.0,754 SW 175th Pl,3,3.0,6534.0,625000
1466,single_family,1992.0,1067 SW Tobias Way,3,2.0,6098.0,549000
1467,condos,2003.0,13720 SW Scholls Ferry Rd Unit 101,3,3.0,,425000
1468,single_family,1978.0,8710 SW Indian Hill Ln,4,2.0,9583.0,544999
1469,single_family,1982.0,6723 SW 153rd Ave,3,2.0,8712.0,469900
1470,single_family,1997.0,16530 SW Whitetail Ln,5,4.0,9583.0,929900
1471,single_family,1995.0,10275 SW Shearwater Loop,4,3.0,7841.0,679000
1472,single_family,1948.0,12225 SW Greenwood St,4,2.0,9583.0,625000
1473,single_family,1987.0,7105 SW Kaufman Dr,4,3.0,5663.0,574900
1474,single_family,1997.0,19673 SW Boulder Ln,4,3.0,8276.0,799950
1475,single_family,2015.0,7235 SW Capstone Ct,3,3.0,3049.0,495000
1476,single_family,2003.0,11648 SW Waterthrush Ter,2,3.0,,439000
1477,condos,2006.0,15485 SW Sparrow Loop Unit 104,2,3.0,,359000
1478,townhomes,2005.0,2476 NW Crosswater Ter,2,3.0,1742.0,425000
1479,single_family,2005.0,13090 SW Madison Ct,4,3.0,7405.0,899500
1480,single_family,1975.0,8655 SW Parkview Loop,3,3.0,7841.0,625000
1481,single_family,1989.0,17375 NW Bernard Pl,3,2.0,7405.0,559900
1482,condos,2018.0,17182 SW Appledale Rd Unit 401,3,2.0,,399000
1483,condos,1978.0,1585 NW Eastbrook Ct,2,2.0,,310000
1484,single_family,1950.0,13895 SW Todd St,3,1.0,6098.0,489000
1485,single_family,1982.0,2435 SW 206th Pl,3,2.0,5663.0,370000
1486,townhomes,2002.0,20669 NW Painted Mountain Dr,3,3.0,3049.0,449000
1487,townhomes,2004.0,9530 SW Lodestone Dr,3,3.0,1742.0,478000
1488,condos,2007.0,680 NW Falling Waters Ln Unit 105,2,2.0,,375000
1489,townhomes,2010.0,15900 SW Marlee Ln,3,3.0,2614.0,450000
1490,single_family,1961.0,4875 SW 192nd Ave,3,2.0,11761.0,549500
1491,single_family,2003.0,6092 SW 208th Pl,3,3.0,2614.0,574900
1492,townhomes,2006.0,1272 SW 162nd Ave,2,3.0,871.0,399900
1493,condos,2007.0,675 NW Falling Waters Ln Unit 303,1,1.0,,295000
1494,condos,2014.0,13895 SW Meridian St Unit 215,2,2.0,,334900
1495,single_family,1983.0,16184 SW Deline Ct,4,2.0,6970.0,615000
1496,single_family,1956.0,5435 SW 152nd Ave,4,2.0,19602.0,620000
1497,single_family,1999.0,7765 SW Carrollon Dr,4,3.0,4792.0,679990
1498,single_family,1998.0,1167 SW 183rd Pl,3,3.0,1742.0,480000
1499,single_family,1992.0,450 NW 167th Ave,3,2.0,9583.0,650000
1500,single_family,,12400 SW Strobel Rd,3,,,755990
1501,single_family,1926.0,1940 SW 71st Ave,5,6.0,21344.0,1250000
1502,single_family,2019.0,17357 SW Dotterel Ln,4,3.0,3485.0,849900
1503,single_family,1963.0,13215 SW Evergreen St,3,3.0,7841.0,599000
1504,single_family,1982.0,8309 SW Lori Way,3,2.0,7841.0,554900
1505,single_family,1972.0,13545 SW Hart Rd,4,2.0,4800.0,589500
1506,single_family,2004.0,15726 SW Snowy Owl Ln,4,3.0,4356.0,599900
1507,condos,2006.0,12780 SW Merganser Ln,3,3.0,,489900
1508,single_family,2004.0,14415 NW Pioneer Park Way,4,3.0,4792.0,699000
1509,single_family,2014.0,14336 SW Rancher Ln,3,3.0,2614.0,609900
1510,single_family,2002.0,4339 SW Enduro Pl,3,3.0,4356.0,657000
1511,condos,1954.0,8410 SW Canyon Ln Apt 4,1,1.0,,200000
1512,condos,2005.0,14830 SW Sandhill Loop Unit 201,2,2.0,,365000
1513,single_family,2011.0,20008 SW Squire Dr,4,3.0,5663.0,659000
1514,single_family,1969.0,4600 SW 170th Ave,3,1.0,7405.0,456000
1515,single_family,1985.0,950 NW 161st Ter,4,4.0,8712.0,800000
1516,single_family,1978.0,5920 SW 161st Ave,3,3.0,8712.0,589900
1517,multi_family,1973.0,6295 SW 188th Ct,4,2.0,9999.0,550000
1518,single_family,1972.0,5065 SW Normandy Pl,2,2.0,2614.0,359000
1519,single_family,,12400 SW Strobel Rd,3,,,870990
1520,single_family,1982.0,6611 SW 153rd Ave,3,2.0,9148.0,599900
1521,single_family,,12400 SW Strobel Rd,3,,,815990
1522,single_family,1987.0,10165 SW 153rd Ave,5,4.0,6970.0,785300
1523,condos,2007.0,8838 NE Brentford Way,2,3.0,,375000
1524,single_family,2016.0,2148 NW 163rd Ter,4,3.0,3049.0,669999
1525,condos,2009.0,11845 NW Stone Mountain Ln Unit 306,1,1.0,,245000
1526,single_family,1991.0,19595 SW Hennig St,4,3.0,6534.0,575000
1527,single_family,2005.0,9288 SW Diamond View Way,4,3.0,6970.0,699999
1528,single_family,1979.0,1860 SW 192nd Ave,3,2.0,8276.0,500000
1529,townhomes,2004.0,6305 SW 208th Ter,3,3.0,1742.0,410000
1530,townhomes,2008.0,15163 SW Canyon Wren Way,3,3.0,1307.0,450000
1531,condos,1967.0,13155 SW Allen Blvd Apt 9,2,1.0,,268700
1532,single_family,1990.0,7354 SW 166th Ter,3,3.0,6098.0,700000
1533,townhomes,2018.0,13243 SW 169th Ave,2,3.0,1742.0,445000
1534,single_family,2006.0,8681 SW 184th Dr,3,3.0,6534.0,775000
1535,single_family,2003.0,20590 SW Marimar St,3,3.0,2178.0,499000
1536,single_family,1950.0,6560 SW 124th Ave,2,1.0,9148.0,350000
1537,single_family,2013.0,14250 SW Compass Dr,3,3.0,1307.0,545000
1538,single_family,1984.0,6750 SW 175th Ave,3,2.0,7841.0,525000
1539,single_family,1977.0,540 SW 191st Ave,3,2.0,8712.0,479995
1540,single_family,1973.0,2005 SW 185th Ave,2,1.0,7405.0,350000
1541,single_family,1978.0,3838 SW 205th Ave,3,2.0,7405.0,539000
1542,single_family,1993.0,16508 SW Timberland Dr,4,3.0,8276.0,749900
1543,condos,1981.0,650 SW Meadow Dr Unit 124,3,2.0,,325000
1544,mobile,1979.0,17695 SW Declaration Way,3,2.0,,129000
1545,single_family,1989.0,3959 NW Craig Dr,4,2.0,6098.0,699000
1546,single_family,1949.0,2635 SW 192nd Ave,4,2.0,9583.0,629900
1547,townhomes,1980.0,6687 SW 180th Ave,3,3.0,3920.0,520000
1548,single_family,1978.0,1020 SW 193rd Ct,3,3.0,6970.0,610000
1549,single_family,,12400 SW Strobel Rd,3,,,821990
1550,single_family,1972.0,20780 SW Wyngate St,4,2.0,9148.0,495000
1551,condos,2004.0,14705 SW Sandhill Loop Unit 204,2,2.0,,360000
1552,single_family,1950.0,11970 SW Denney Rd,2,1.0,55757.0,1575000
1553,condos,1979.0,11721 SW Boones Bend Dr Unit 9,2,1.0,,279900
1554,single_family,1960.0,15960 SW Division St,4,2.0,14375.0,599900
1555,single_family,1994.0,224 SW 212th Ave,3,3.0,6098.0,649000
1556,townhomes,2003.0,6365 SW Vinwood Ter,3,3.0,1742.0,424900
1557,single_family,2022.0,8230 SE Blanton St,3,3.0,,549990
1558,single_family,1999.0,20364 SW Inglis Dr,4,4.0,43560.0,1799000
1559,single_family,1966.0,11770 SW Blakeney St,3,3.0,6970.0,689900
1560,single_family,1977.0,20475 SW Jaylee St,5,3.0,6970.0,659950
1561,single_family,1976.0,13415 SW Barlow Rd,3,3.0,6970.0,675100
1562,condos,2007.0,760 NW 185th Ave Unit 306,2,1.0,,299000
1563,single_family,1994.0,4446 SW Appletree Pl,3,3.0,4792.0,525000
1564,condos,1986.0,9540 SW 146th Ter Apt 1,2,2.0,,299900
1565,townhomes,2003.0,7035 SW Lorna Ter,3,3.0,1742.0,395000
1566,single_family,1985.0,1235 SW 211th Pl,3,2.0,5663.0,525000
1567,single_family,1963.0,5065 SW 163rd Ave,3,2.0,7405.0,489900
1568,townhomes,2004.0,14950 SW Conor Cir,3,3.0,,430000
1569,single_family,1976.0,2185 SW 189th Ave,3,2.0,9148.0,590000
1570,single_family,1975.0,6550 SW 203rd Ave,3,2.0,8712.0,519900
1571,townhomes,2003.0,20566 NW Sedona Ln,3,3.0,2178.0,449000
1572,single_family,,12400 SW Strobel Rd,3,,,781990
1573,single_family,1986.0,6515 SW 154th Pl,4,3.0,7405.0,774900
1574,single_family,2001.0,12095 SW Fulmar Ter,4,3.0,5663.0,739900
1575,single_family,1948.0,12125 SW Greenwood St,3,2.0,9148.0,525000
1576,townhomes,2004.0,15225 SW Sparrow Loop Unit 102,2,3.0,,399000
1577,condos,1986.0,20470 SW Rosa Dr,2,2.0,,319000
1578,single_family,2019.0,16572 SW Snowdale St,4,3.0,3920.0,799000
1579,townhomes,2004.0,9515 SW 153rd Ave,3,3.0,2614.0,499000
1580,single_family,1994.0,21532 SW Samantha Ln,3,3.0,6970.0,585000
1581,single_family,1995.0,18246 SW Berg Ct,3,2.0,4356.0,525000
1582,single_family,,12400 SW Strobel Rd,3,,,860990
1583,single_family,,12400 SW Strobel Rd,3,,,821990
1584,single_family,2022.0,8842 SW 176th Ave Unit 12,4,3.0,4356.0,699950
1585,condos,2003.0,1173 NE Perl Way,3,2.0,,379000
1586,single_family,1958.0,5340 SW Dover Ln,3,3.0,10019.0,819900
1587,single_family,1988.0,10585 SW 133rd Pl,4,3.0,6970.0,700000
1588,mobile,1995.0,17473 NW Shady Fir Loop Unit 54,3,2.0,,268000
1589,townhomes,2003.0,17447 SW November Ct,3,3.0,871.0,399900
1590,single_family,1995.0,175 SW Seminole Dr,3,3.0,7405.0,499000
1591,mobile,1995.0,17495 NW Shady Fir Loop Unit 58,3,2.0,,229900
1592,single_family,,12400 SW Strobel Rd,4,,,823990
1593,single_family,1993.0,16205 SW Nighthawk Dr,5,3.0,12197.0,985000
1594,single_family,1995.0,600 NW 176th Ct,4,3.0,5227.0,550000
1595,single_family,1968.0,975 SW Perfecta Ave,3,2.0,9583.0,569000
1596,condos,2015.0,13875 SW Meridian St Unit 140,1,1.0,,275000
1597,condos,2005.0,12675 SW Night Heron Ln Unit 102,3,3.0,940.0,412000
1598,townhomes,2002.0,17481 SW October Ct,4,3.0,871.0,369000
1599,single_family,1977.0,16110 SW Rosa Rd,3,2.0,7841.0,589900
1600,single_family,1989.0,10155 SW 155th Ave,5,3.0,9148.0,997000
1601,single_family,1920.0,23705 SW Rosedale Rd,3,1.0,1508918.0,8700000
1602,single_family,2004.0,14480 NW Pioneer Park Way,3,3.0,5227.0,706000
1603,single_family,1995.0,20252 SW Tremont Way,4,4.0,13068.0,1140000
1604,townhomes,1999.0,14245 SW Cougar Ridge Dr,2,3.0,1307.0,340000
1605,single_family,2003.0,20706 SW Marimar St,3,3.0,2178.0,475000
1606,single_family,1981.0,7265 SW 173rd Ave,3,2.0,7405.0,520000
1607,townhomes,2013.0,11915 SW Horizon Blvd,2,3.0,1307.0,475000
1608,single_family,2001.0,4068 NW Kino Springs Pl,4,3.0,4792.0,775000
1609,condos,1998.0,10660 SW Davies Rd Unit 41,2,2.0,,275000
1610,single_family,1960.0,12635 SW Butner Rd,3,1.0,7405.0,395000
1611,townhomes,1977.0,6732 SW Sussex St,2,2.0,1307.0,300000
1612,single_family,1956.0,13470 SW Far Vista Dr,3,2.0,68389.0,525000
1613,single_family,2007.0,7085 SW Kelsi Ter,4,4.0,5227.0,885000
1614,single_family,2002.0,17469 SW Arbutus Dr,5,5.0,17424.0,1349000
1615,single_family,1978.0,17585 NW Autumn Ridge Dr,3,2.0,7405.0,600000
1616,single_family,1963.0,13550 SW 22nd St,3,2.0,6970.0,575000
1617,single_family,1996.0,16918 SW Steele Way,3,3.0,2178.0,429000
1618,single_family,2020.0,9537 SW 171st Ave,5,4.0,4356.0,790000
1619,single_family,1952.0,965 SW Murray Blvd,3,2.0,26136.0,600000
1620,single_family,2021.0,18421 SW Sugarloaf Ln,4,3.0,3920.0,680000
1621,single_family,2017.0,15910 SW Nora Rd,5,5.0,54886.0,1650000
1622,single_family,1998.0,19072 SW Christopher Dr,3,3.0,3920.0,499000
1623,single_family,1956.0,5545 SW Dover Ln,3,2.0,10019.0,719000
1624,single_family,1978.0,16385 SW Wright St,3,2.0,7841.0,590000
1625,condos,1974.0,1605 NW Bridgeway Ln,3,3.0,,365000
1626,single_family,1988.0,16680 NW Meadow Grass Ct,3,2.0,6098.0,590000
1627,single_family,1991.0,1422 SW 178th Ave,3,2.0,5227.0,525000
1628,single_family,1972.0,3885 SW 196th Ave,3,1.0,7841.0,500000
1629,townhomes,2001.0,15934 SW Roth Dr,3,3.0,2178.0,409000
1630,single_family,2022.0,12243 SW Strobel Rd,3,3.0,3986.0,795200
1631,single_family,2022.0,12239 SW Strobel Rd,3,3.0,4361.0,842510
1632,single_family,2002.0,224 NW Prescott Pl,3,3.0,1742.0,425000
1633,single_family,1949.0,110 SW 139th Ave,3,1.0,6098.0,449500
1634,single_family,1993.0,16507 SW Timberland Dr,4,4.0,9583.0,839000
1635,single_family,2005.0,17959 SW Camas St,2,3.0,3049.0,429900
1636,single_family,1977.0,9120 SW Pony Pl,3,2.0,14375.0,650000
1637,single_family,1987.0,2260 NW 160th Ave,5,3.0,6534.0,750000
1638,single_family,1974.0,18735 SW Honeywood Dr,3,2.0,9583.0,585000
1639,single_family,2022.0,86 SW Pyramid Ter,3,3.0,,649990
1640,single_family,1995.0,16721 NW Paddington Dr,3,3.0,5663.0,695000
1641,single_family,1989.0,10525 SW 161st Ct,5,3.0,7841.0,785000
1642,single_family,2022.0,65 SW Doubletop Dr Unit 65,4,3.0,,682990
1643,single_family,2022.0,12260 SW Strobel Rd,3,3.0,5755.0,925580
1644,townhomes,2003.0,16024 SW Gage Ln,3,3.0,871.0,439500
1645,single_family,1995.0,7486 SW 208th Pl,4,3.0,6098.0,649000
1646,condos,2005.0,16265 SW Blue Goose Ln,3,3.0,,469000
1647,single_family,1999.0,21581 SW Frammy Way,3,2.0,4792.0,599000
1648,condos,2012.0,11830 NW Holly Springs Ln Unit 304,2,2.0,,350000
1649,townhomes,1971.0,7460 SW Wilson Ct,2,2.0,,419810
1650,townhomes,2005.0,8700 SW 147th Ter Unit 102,2,3.0,,382500
1651,single_family,2022.0,12246 SW Strobel Rd,3,3.0,,930740
1652,condos,1986.0,9365 SW 146th Ter Apt 3,2,2.0,,309900
1653,mobile,1976.0,375 SW Liberty Bell Dr,2,2.0,,89000
1654,single_family,2013.0,580 NW Lost Springs Ter Unit 304,2,2.0,,345000
1655,single_family,1978.0,9330 SW Downing Dr,2,2.0,3920.0,425000
1656,single_family,1995.0,3241 SW Alicia Pl,3,3.0,3920.0,449900
1657,single_family,1948.0,11725 SW 13th St,3,2.0,8276.0,500000
1658,townhomes,2022.0,17104 SW Albatross Ln Lot 4,3,3.0,2178.0,624950
1659,single_family,2014.0,10495 SW Crestwood Dr,3,3.0,4356.0,670000
1660,single_family,1967.0,6470 SW Elm Ave,3,2.0,8712.0,699000
1661,single_family,2018.0,16859 SW Larkspring Ln,4,3.0,,789000
1662,single_family,2022.0,2763 SW Maycrest Ter,3,3.0,,596950
1663,single_family,2022.0,2749 SW Maycrest Ter,3,3.0,,569950
1664,single_family,1963.0,10370 SW Cynthia St,4,2.0,18295.0,915000
1665,single_family,1989.0,754 SW 175th Pl,3,3.0,6534.0,625000
1666,single_family,1992.0,1067 SW Tobias Way,3,2.0,6098.0,549000
1667,condos,2003.0,13720 SW Scholls Ferry Rd Unit 101,3,3.0,,425000
1668,single_family,1978.0,8710 SW Indian Hill Ln,4,2.0,9583.0,544999
1669,single_family,1982.0,6723 SW 153rd Ave,3,2.0,8712.0,469900
1670,single_family,1997.0,16530 SW Whitetail Ln,5,4.0,9583.0,929900
1671,single_family,1995.0,10275 SW Shearwater Loop,4,3.0,7841.0,679000
1672,single_family,1948.0,12225 SW Greenwood St,4,2.0,9583.0,625000
1673,single_family,1987.0,7105 SW Kaufman Dr,4,3.0,5663.0,574900
1674,single_family,1997.0,19673 SW Boulder Ln,4,3.0,8276.0,799950
1675,single_family,2015.0,7235 SW Capstone Ct,3,3.0,3049.0,495000
1676,single_family,2003.0,11648 SW Waterthrush Ter,2,3.0,,439000
1677,condos,2006.0,15485 SW Sparrow Loop Unit 104,2,3.0,,359000
1678,townhomes,2005.0,2476 NW Crosswater Ter,2,3.0,1742.0,425000
1679,single_family,2005.0,13090 SW Madison Ct,4,3.0,7405.0,899500
1680,single_family,1975.0,8655 SW Parkview Loop,3,3.0,7841.0,625000
1681,single_family,1989.0,17375 NW Bernard Pl,3,2.0,7405.0,559900
1682,condos,2018.0,17182 SW Appledale Rd Unit 401,3,2.0,,399000
1683,condos,1978.0,1585 NW Eastbrook Ct,2,2.0,,310000
1684,single_family,1950.0,13895 SW Todd St,3,1.0,6098.0,489000
1685,single_family,1982.0,2435 SW 206th Pl,3,2.0,5663.0,370000
1686,townhomes,2002.0,20669 NW Painted Mountain Dr,3,3.0,3049.0,449000
1687,townhomes,2004.0,9530 SW Lodestone Dr,3,3.0,1742.0,478000
1688,condos,2007.0,680 NW Falling Waters Ln Unit 105,2,2.0,,375000
1689,townhomes,2010.0,15900 SW Marlee Ln,3,3.0,2614.0,450000
1690,single_family,1961.0,4875 SW 192nd Ave,3,2.0,11761.0,549500
1691,single_family,2003.0,6092 SW 208th Pl,3,3.0,2614.0,574900
1692,townhomes,2006.0,1272 SW 162nd Ave,2,3.0,871.0,399900
1693,condos,2007.0,675 NW Falling Waters Ln Unit 303,1,1.0,,295000
1694,condos,2014.0,13895 SW Meridian St Unit 215,2,2.0,,334900
1695,single_family,1983.0,16184 SW Deline Ct,4,2.0,6970.0,615000
1696,single_family,1956.0,5435 SW 152nd Ave,4,2.0,19602.0,620000
1697,single_family,1999.0,7765 SW Carrollon Dr,4,3.0,4792.0,679990
1698,single_family,1998.0,1167 SW 183rd Pl,3,3.0,1742.0,480000
1699,single_family,1992.0,450 NW 167th Ave,3,2.0,9583.0,650000
1700,single_family,,12400 SW Strobel Rd,3,,,755990
1701,single_family,1926.0,1940 SW 71st Ave,5,6.0,21344.0,1250000
1702,single_family,2019.0,17357 SW Dotterel Ln,4,3.0,3485.0,849900
1703,single_family,1963.0,13215 SW Evergreen St,3,3.0,7841.0,599000
1704,single_family,1982.0,8309 SW Lori Way,3,2.0,7841.0,554900
1705,single_family,1972.0,13545 SW Hart Rd,4,2.0,4800.0,589500
1706,single_family,2004.0,15726 SW Snowy Owl Ln,4,3.0,4356.0,599900
1707,condos,2006.0,12780 SW Merganser Ln,3,3.0,,489900
1708,single_family,2004.0,14415 NW Pioneer Park Way,4,3.0,4792.0,699000
1709,single_family,2014.0,14336 SW Rancher Ln,3,3.0,2614.0,609900
1710,single_family,2002.0,4339 SW Enduro Pl,3,3.0,4356.0,657000
1711,condos,1954.0,8410 SW Canyon Ln Apt 4,1,1.0,,200000
1712,condos,2005.0,14830 SW Sandhill Loop Unit 201,2,2.0,,365000
1713,single_family,2011.0,20008 SW Squire Dr,4,3.0,5663.0,659000
1714,single_family,1969.0,4600 SW 170th Ave,3,1.0,7405.0,456000
1715,single_family,1985.0,950 NW 161st Ter,4,4.0,8712.0,800000
1716,single_family,1978.0,5920 SW 161st Ave,3,3.0,8712.0,589900
1717,multi_family,1973.0,6295 SW 188th Ct,4,2.0,9999.0,550000
1718,single_family,1972.0,5065 SW Normandy Pl,2,2.0,2614.0,359000
1719,single_family,,12400 SW Strobel Rd,3,,,870990
1720,single_family,1982.0,6611 SW 153rd Ave,3,2.0,9148.0,599900
1721,single_family,,12400 SW Strobel Rd,3,,,815990
1722,single_family,1987.0,10165 SW 153rd Ave,5,4.0,6970.0,785300
1723,condos,2007.0,8838 NE Brentford Way,2,3.0,,375000
1724,single_family,2016.0,2148 NW 163rd Ter,4,3.0,3049.0,669999
1725,condos,2009.0,11845 NW Stone Mountain Ln Unit 306,1,1.0,,245000
1726,single_family,1991.0,19595 SW Hennig St,4,3.0,6534.0,575000
1727,single_family,2005.0,9288 SW Diamond View Way,4,3.0,6970.0,699999
1728,single_family,1979.0,1860 SW 192nd Ave,3,2.0,8276.0,500000
1729,townhomes,2004.0,6305 SW 208th Ter,3,3.0,1742.0,410000
1730,townhomes,2008.0,15163 SW Canyon Wren Way,3,3.0,1307.0,450000
1731,condos,1967.0,13155 SW Allen Blvd Apt 9,2,1.0,,268700
1732,single_family,1990.0,7354 SW 166th Ter,3,3.0,6098.0,700000
1733,townhomes,2018.0,13243 SW 169th Ave,2,3.0,1742.0,445000
1734,single_family,2006.0,8681 SW 184th Dr,3,3.0,6534.0,775000
1735,single_family,2003.0,20590 SW Marimar St,3,3.0,2178.0,499000
1736,single_family,1950.0,6560 SW 124th Ave,2,1.0,9148.0,350000
1737,single_family,2013.0,14250 SW Compass Dr,3,3.0,1307.0,545000
1738,single_family,1984.0,6750 SW 175th Ave,3,2.0,7841.0,525000
1739,single_family,1977.0,540 SW 191st Ave,3,2.0,8712.0,479995
1740,single_family,1973.0,2005 SW 185th Ave,2,1.0,7405.0,350000
1741,single_family,1978.0,3838 SW 205th Ave,3,2.0,7405.0,539000
1742,single_family,1993.0,16508 SW Timberland Dr,4,3.0,8276.0,749900
1743,condos,1981.0,650 SW Meadow Dr Unit 124,3,2.0,,325000
1744,mobile,1979.0,17695 SW Declaration Way,3,2.0,,129000
1745,single_family,1989.0,3959 NW Craig Dr,4,2.0,6098.0,699000
1746,single_family,1949.0,2635 SW 192nd Ave,4,2.0,9583.0,629900
1747,townhomes,1980.0,6687 SW 180th Ave,3,3.0,3920.0,520000
1748,single_family,1978.0,1020 SW 193rd Ct,3,3.0,6970.0,610000
1749,single_family,,12400 SW Strobel Rd,3,,,821990
1750,single_family,1972.0,20780 SW Wyngate St,4,2.0,9148.0,495000
1751,condos,2004.0,14705 SW Sandhill Loop Unit 204,2,2.0,,360000
1752,single_family,1950.0,11970 SW Denney Rd,2,1.0,55757.0,1575000
1753,condos,1979.0,11721 SW Boones Bend Dr Unit 9,2,1.0,,279900
1754,single_family,1960.0,15960 SW Division St,4,2.0,14375.0,599900
1755,single_family,1994.0,224 SW 212th Ave,3,3.0,6098.0,649000
1756,townhomes,2003.0,6365 SW Vinwood Ter,3,3.0,1742.0,424900
1757,single_family,2022.0,8230 SE Blanton St,3,3.0,,549990
1758,single_family,1999.0,20364 SW Inglis Dr,4,4.0,43560.0,1799000
1759,single_family,1966.0,11770 SW Blakeney St,3,3.0,6970.0,689900
1760,single_family,1977.0,20475 SW Jaylee St,5,3.0,6970.0,659950
1761,single_family,1976.0,13415 SW Barlow Rd,3,3.0,6970.0,675100
1762,condos,2007.0,760 NW 185th Ave Unit 306,2,1.0,,299000
1763,single_family,1994.0,4446 SW Appletree Pl,3,3.0,4792.0,525000
1764,condos,1986.0,9540 SW 146th Ter Apt 1,2,2.0,,299900
1765,townhomes,2003.0,7035 SW Lorna Ter,3,3.0,1742.0,395000
1766,single_family,1985.0,1235 SW 211th Pl,3,2.0,5663.0,525000
1767,single_family,1963.0,5065 SW 163rd Ave,3,2.0,7405.0,489900
1768,townhomes,2004.0,14950 SW Conor Cir,3,3.0,,430000
1769,single_family,1976.0,2185 SW 189th Ave,3,2.0,9148.0,590000
1770,single_family,1975.0,6550 SW 203rd Ave,3,2.0,8712.0,519900
1771,townhomes,2003.0,20566 NW Sedona Ln,3,3.0,2178.0,449000
1772,single_family,,12400 SW Strobel Rd,3,,,781990
1773,single_family,1986.0,6515 SW 154th Pl,4,3.0,7405.0,774900
1774,single_family,2001.0,12095 SW Fulmar Ter,4,3.0,5663.0,739900
1775,single_family,1948.0,12125 SW Greenwood St,3,2.0,9148.0,525000
1776,townhomes,2004.0,15225 SW Sparrow Loop Unit 102,2,3.0,,399000
1777,condos,1986.0,20470 SW Rosa Dr,2,2.0,,319000
1778,single_family,2019.0,16572 SW Snowdale St,4,3.0,3920.0,799000
1779,townhomes,2004.0,9515 SW 153rd Ave,3,3.0,2614.0,499000
1780,single_family,1994.0,21532 SW Samantha Ln,3,3.0,6970.0,585000
1781,single_family,1995.0,18246 SW Berg Ct,3,2.0,4356.0,525000
1782,single_family,,12400 SW Strobel Rd,3,,,860990
1783,single_family,,12400 SW Strobel Rd,3,,,821990
1784,single_family,2022.0,8842 SW 176th Ave Unit 12,4,3.0,4356.0,699950
1785,condos,2003.0,1173 NE Perl Way,3,2.0,,379000
1786,single_family,1958.0,5340 SW Dover Ln,3,3.0,10019.0,819900
1787,single_family,1988.0,10585 SW 133rd Pl,4,3.0,6970.0,700000
1788,mobile,1995.0,17473 NW Shady Fir Loop Unit 54,3,2.0,,268000
1789,townhomes,2003.0,17447 SW November Ct,3,3.0,871.0,399900
1790,single_family,1995.0,175 SW Seminole Dr,3,3.0,7405.0,499000
1791,mobile,1995.0,17495 NW Shady Fir Loop Unit 58,3,2.0,,229900
1792,single_family,,12400 SW Strobel Rd,4,,,823990
1793,single_family,1993.0,16205 SW Nighthawk Dr,5,3.0,12197.0,985000
1794,single_family,1995.0,600 NW 176th Ct,4,3.0,5227.0,550000
1795,single_family,1968.0,975 SW Perfecta Ave,3,2.0,9583.0,569000
1796,condos,2015.0,13875 SW Meridian St Unit 140,1,1.0,,275000
1797,condos,2005.0,12675 SW Night Heron Ln Unit 102,3,3.0,940.0,412000
1798,townhomes,2002.0,17481 SW October Ct,4,3.0,871.0,369000
1799,single_family,1977.0,16110 SW Rosa Rd,3,2.0,7841.0,589900
1800,single_family,1989.0,10155 SW 155th Ave,5,3.0,9148.0,997000
1801,single_family,1920.0,23705 SW Rosedale Rd,3,1.0,1508918.0,8700000
1802,single_family,2004.0,14480 NW Pioneer Park Way,3,3.0,5227.0,706000
1803,single_family,1995.0,20252 SW Tremont Way,4,4.0,13068.0,1140000
1804,townhomes,1999.0,14245 SW Cougar Ridge Dr,2,3.0,1307.0,340000
1805,single_family,2003.0,20706 SW Marimar St,3,3.0,2178.0,475000
1806,single_family,1981.0,7265 SW 173rd Ave,3,2.0,7405.0,520000
1807,townhomes,2013.0,11915 SW Horizon Blvd,2,3.0,1307.0,475000
1808,single_family,2001.0,4068 NW Kino Springs Pl,4,3.0,4792.0,775000
1809,condos,1998.0,10660 SW Davies Rd Unit 41,2,2.0,,275000
1810,single_family,1960.0,12635 SW Butner Rd,3,1.0,7405.0,395000
1811,townhomes,1977.0,6732 SW Sussex St,2,2.0,1307.0,300000
1812,single_family,1956.0,13470 SW Far Vista Dr,3,2.0,68389.0,525000
1813,single_family,2007.0,7085 SW Kelsi Ter,4,4.0,5227.0,885000
1814,single_family,2002.0,17469 SW Arbutus Dr,5,5.0,17424.0,1349000
1815,single_family,1978.0,17585 NW Autumn Ridge Dr,3,2.0,7405.0,600000
1816,single_family,1963.0,13550 SW 22nd St,3,2.0,6970.0,575000
1817,single_family,1996.0,16918 SW Steele Way,3,3.0,2178.0,429000
1818,single_family,2020.0,9537 SW 171st Ave,5,4.0,4356.0,790000
1819,single_family,1952.0,965 SW Murray Blvd,3,2.0,26136.0,600000
1820,single_family,2021.0,18421 SW Sugarloaf Ln,4,3.0,3920.0,680000
1821,single_family,2017.0,15910 SW Nora Rd,5,5.0,54886.0,1650000
1822,single_family,1998.0,19072 SW Christopher Dr,3,3.0,3920.0,499000
1823,single_family,1956.0,5545 SW Dover Ln,3,2.0,10019.0,719000
1824,single_family,1978.0,16385 SW Wright St,3,2.0,7841.0,590000
